,ISO_3166-1_alpha-2,ISO_3166-1_alpha-3,_name,_type,administrative,aerodrome,allotments,archaeological_site,arts_centre,artwork,attraction,bakery,bar,bay,beach,building,bus_stop,cafe,canal,car_rental,chalet,city,city_district,clothes,commercial,community_centre,continent,convenience,country,country_code,county,county_code,cycleway,department_store,doctors,dry_cleaning,farm,farmyard,fast_food,ferry_terminal,florist,footway,fuel,garden,grave_yard,guest_house,hamlet,hardware,hostel,hotel,house,house_number,industrial,information,island,islet,lat,lng,local_administrative_area,locality,marina,memorial,mountain_pass,neighbourhood,path,peak,pedestrian,picnic_site,place_of_worship,political_union,postcode,pub,raceway,railway,recreation_ground,region,residential,restaurant,retail,river,road,road_type,sports_centre,stadium,state,state_code,state_district,station,stream,suburb,subway_entrance,supermarket,taxi,town,toys,travel_agency,university,unknown,viewpoint,village,water
810,AT,AUT,Wien,state,,,,,,,,,,,,,,,,,,,,,,,Europe,,Austria,at,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2202097,16.371216,,,,,,,,,,,,European Union,,,,,,,,,,,,,,,Vienna,,,,,,,,,,,,,,,,
811,AT,AUT,Wien,river,,,,,,,,,,,,,,,,,,,,,,,Europe,,Austria,at,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2090018,16.2156899,,,,,,,,,,,,European Union,3002,,,,,,,,,Wien,,,,,Vienna,,,,,,,,,,,,,,,,
812,US,USA,Wien,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Marathon County,,,,,,,,,,,,,,,,,,,,,,,,,,44.9019105,-90.0245751,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,WI,,,,,,,,,,,,,,Wien,
813,DE,DEU,Wien,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Germany,de,Landkreis Traunstein,,,,,,,,,,,,,,,,Wien,,,,,,,,,,47.7767011,12.7225516,,,,,,,,,,,,European Union,83334,,,,,,,,,,,,,,Bavaria,,Upper Bavaria,,,,,,,,,,,,,,
814,US,USA,Wien,village,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Chariton County,,,,,,,,,,,,,,,,Wien,,,,,,,,,,39.6608615,-92.7843587,,,,,,,,,,,,,,,,,,,,,,,,,,,Missouri,MO,,,,,,,,,,,,,,,
815,AU,AUS,Wien,aerodrome,,Winton Aerodrome,,,,,,,,,,,,,,,,,,,,,Oceania,,Australia,au,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.3630245,143.0831313,,,,,,,,,,,,,4735,,,,,,,,,,Winton Knapdale Road,,,,Queensland,QLD,,,,,,,,Winton,,,,,,,
816,AT,AUT,Wien,neighbourhood,,,,,,,,,,,,,,,,,,,,,,,Europe,,Austria,at,,,,,,,,,,,,,,,,,,,,,,,,,,,48.229732,16.3922406,,,,,,,,,,,,European Union,WIEN,,,,,,,,,,,,,,Vienna,,,,,KG Leopoldstadt,,,,,,,,,,,
817,CO,COL,Wien,neighbourhood,,,,,,,,,,,,,,,,,,Sogamoso,,,,,South America,,Colombia,co,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6820387,-73.0207974,,,,,,,,,,,,,,,,,,,,,,,,,,,Boyacá,BOY,,,,win,,,,,,,,,,,
818,RS,SRB,Wien,cafe,,,,,,,,,,,,,,Wien,,,,Vracar Urban Municipality,,,,,Europe,,Serbia,rs,City of Belgrade,,,,,,,,,,,,,,,,,,,,,,,,,,44.7945938,20.4667862,,,,,,Neimar,,,,,,,11000,,,,,,,,,,Nebojsina,,,,Central Serbia,,,,,Vracar,,,,,,,,,,,
819,US,USA,Wisconsin,state,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4308975,-89.6884637,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin,WI,,,,,,,,,,,,,,,
820,US,USA,Wisconsin,road,,,,,,,,,,,,,,,,,,Tucson,,,,,North America,,USA,us,Pima County,,,,,,,,,,,,,,,,,,,,,,,,,,32.198889,-110.8237017,,,,,,,,,,,,,85730,,,,,,,,,,Wisconsin,residential,,,Arizona,AZ,,,,,,,,,,,,,,,
821,US,USA,Wisconsin,road,,,,,,,,,,,,,,,,,,Davenport,,,,,North America,,USA,us,Scott County,,,,,,,,,,,,,,,,,,,,,,,,,,41.487107,-90.64963,,,,,,,,,,,,,52802,,,,,,,,,,Wisconsin,residential,,,Iowa,IA,,,,,,,,,,,,,,,
822,US,USA,Wisconsin,road,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Jim Wells County,,,,,,,,,,,,,,,,,,,,,,,,,,27.6445344,-98.0813905,,,,,,,,,,,,,78342,,,,,,,,,,Wisconsin,residential,,,Texas,TX,,,,,,,,,,,,,,Ben Bolt,
823,US,USA,Wisconsin,road,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Hidalgo County,,,,,,,,,,,,,,,,South Palm Gardens Estates Number 1 Colonia,,,,,,,,,,26.1464438,-97.9616883,,,,,,,,,,,,,78596,,,,,,,,,,Wisconsin,residential,,,Texas,TX,,,,,,,,,,,,,,,
824,US,USA,Wisconsin,road,,,,,,,,,,,,,,,,,,Mount Pleasant,,,,,North America,,USA,us,Isabella County,,,,,,,,,,,,,,,,,,,,,,,,,,43.60172,-84.7788927,,,,,,,,,,,,,48858,,,,,,,,,,Wisconsin,residential,,,Michigan,MI,,,,,,,,,,,,,,,
825,US,USA,Wisconsin,road,,,,,,,,,,,,,,,,,,Brookfield,,,,,North America,,USA,us,Waukesha County,,,,,,,,,,,,,,,,,,,,,,,,,,43.039423,-88.142019,,,,,,,,,,,,,53005-5918,,,,,,,,,,Wisconsin,residential,,,Wisconsin,WI,,,,,,,,Town of Brookfield,,,,,,,
826,PH,PHL,Wisconsin,road,,,,,,,,,,,,,,,,,,Mandaluyong,,,,,Asia,,Philippines,ph,Mandaluyong,,,,,,,,,,,,,,,,,,,,,,,,,,14.5999987,121.0543208,,,,,,,,,,,,,1556,,,,,Metro Manila,Green Hills East Subdivision,,,,Wisconsin,residential,,,,,,,,Wack-Wack Greenhills,,,,,,,,,,,
827,US,USA,Wisconsin,road,,,,,,,,,,,,,,,,,,,,,,,North America,,USA,us,Price County,,,,,,,,,,,,,,,,,,,,,,,,,,45.5318178,-90.5841515,,,,,,,,,,,,,54537,,,,,,,,,,Wisconsin,residential,,,Wisconsin,WI,,,,,,,,,,,,,,Kennan,
828,CL,CHL,Wisconsin,road,,,,,,,,,,,,,,,,,,Vitacura,,,,,South America,,Chile,cl,Provincia de Santiago,,,,,,,,,,,,,,,,,,,,,,,,,,-33.3913404,-70.5568665,,,,,,El Dorado,,,,,,,7630000,,,,,,,,,,Wisconsin,residential,,,Santiago Metropolitan Region,,,,,Vitacura,,,,,,,,,,,
829,DK,DNK,Aabakken,road,,,,,,,,,,,,,,,,,,Kolding,,,,,Europe,,Denmark,dk,Kolding Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,55.4816463,9.5169393,,,,,,,,,,,,European Union,6000,,,,,,,,,,Aabakken,residential,,,Region of Southern Denmark,,,,,Rebæk,,,,,,,,,,,
830,FR,FRA,Aas,city,,,,,,,,,,,,,,,,,,Aast,,,,,Europe,,France,fr,Pau,,,,,,,,,,,,,,,,,,,,,,,,,,43.2888867,-0.0886899,,,,,,,,,,,,European Union,64460,,,,,,,,,,,,,,New Aquitaine,,Pyrénées-Atlantiques,,,,,,,,,,,,,,
831,FR,FRA,Aas,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,France,fr,Oloron-Sainte-Marie,,,,,,,,,,,,,,,,Aas,,,,,,,,,,42.9811701,-0.4017275,,,,,,,,,,,,European Union,64440,,,,,,,,,,,,,,New Aquitaine,,Pyrénées-Atlantiques,,,,,,,,,,,,,,
832,NO,NOR,Aas,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Akershus,,,,,,Ås,,,,,,,,,,Hakadals verk,,,,,,,,,,60.1308747,10.8379581,,,,,,,,,,,,,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,ZA,ZAF,Aas,road,,,,,,,,,,,,,,,,,,Saldanha Bay Local Municipality,,,,,Africa,,RSA,za,West Coast District Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,-33.011546,17.9195397,,,,,,Diazville,,,,,,,7395,,,,,,,,,,Aas,residential,,,Western Cape,WC,,,,Saldanha Bay Ward 4,,,,,,,,,,,
834,DK,DNK,Aas,building,,,,,,,,,,,,Aas,,,,,,,,,,,Europe,,Denmark,dk,Hjørring Municipality,,,,,,,,,,,,,,,,Terpet,,,,,,,,,,57.3426933,10.0949985,,,,,,,,,,,,European Union,9830,,,,,,,,,,Åsmarkvej,,,,North Denmark Region,,,,,,,,,,,,,,,,
835,DK,DNK,Aas,building,,,,,,,,,,,,,,,,,,,,,,,Europe,,Denmark,dk,Hjørring Municipality,,,,,,,,,,,,,,,,,,,,Aas,258,,,,,57.494076,10.17152,,,,,,,,,,,,European Union,9870,,,,,,,,,,Baggesvognsvej,,,,North Denmark Region,,,,,,,,,,,,,,,Sindal,
836,AT,AUT,Aas,building,,,,,,,,,,,,Aas,,,,,,,,,,,Europe,,Austria,at,Villach-Land,,,,,,,,,,,,,,,,,,,,,9,,,,,46.6524663,13.6815213,,,,,,,,,,,,European Union,9710,,,,,,,,,,,,,,Carinthia,,,,,,,,,,,,,,,Ebenwald,
837,NO,NOR,Aas,bus_stop,,,,,,,,,,,,,Aas,,,,,,,,,,Europe,,Norway,no,East Agder,,,,,,,,,,,,,,,,Håbbesland,,,,,,,,,,58.331738,8.276099,,,,,,,,,,,,,4760,,,,,,,,,,3744,bus_stop,,,,,,,,Lonåsen,,,,,,,,,,,
838,FR,FRA,Aas,building,,,,,,,,,,,,,,,,,,Rouen,,,,,Europe,,France,fr,Rouen,,,,,,,,,,,,,,,,,,,,,55,,,,,49.4354435,1.0618092,,,,,,Mont-Riboudet,,,,,,European Union,76100,,,,,,,,,,Rue de Madagascar,,,,Normandy,,Seine-Maritime,,,,,,,,,,,AAS,,,
839,MX,MEX,Aas,fuel,,,,,,,,,,,,,,,,,,,,,,,North America,,Mexico,mx,Navolato,,,,,,,,,,,,Gasoliners AAS La Palma,,,,,,,,,,,,,,24.8130777,-107.6509855,,,,,,,,,,,,,80349,,,,,,,,,,Democracia,,,,Sinaloa,SIN,,,,General Ángel Flores,,,,General Ángel Flores,,,,,,,
840,NO,NOR,Fredrikstad,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Østfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.1862013,10.8680241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,NO,NOR,Fredrikstad,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Østfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.2181661,10.9297606,,,,,,,,,,,,,1608,,,,,,,,,,,,,,,,,,,,,,,Fredrikstad,,,,,,,
842,NO,NOR,Fredrikstad,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Oppland,,,,,,Fredrikstad,,,,,,,,,,Hennung,,,,,,,,,,60.5165,10.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,NO,NOR,Fredrikstad,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Akershus,,,,,,Fredrikstad,,,,,,,,,,,,,,,,,,,,60.066265,10.8118668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,NO,NOR,Fredrikstad,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,63.2115133,10.9919957,,,,,,,,,,,,,,,,,,,,,,,Fredrikstad,service,,,,,,,,,,,,,,,,,,Vikvarvet,
845,NO,NOR,Fredrikstad,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Oppland,,,,,,,,,,,,,,,,,,,,,,,,,,60.613775,10.834939,,,,,,,,,,,,,,,,,,,,,,,Åsvegen,,,,,,,,,,,,,,,,,Fredrikstad,,,
846,NO,NOR,Fredrikstad,station,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Østfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.2089926,10.950307,,,,,,Riverside,,,,,,,1606,,,,,,,,,,Rektor Westerns gate,,,,,,,Fredrikstad,,Cicignon,,,,Fredrikstad,,,,,,,
847,NO,NOR,Fredrikstad,building,,,,,,,,,,,,Fredrikstad,,,,,,,,,,,Europe,,Norway,no,Østfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.2088981,10.9505798,,,,,,Riverside,,,,,,,1606,,,,,,,,,,Rektor Østbyes gate,,,,,,,,,Bydalen,,,,Fredrikstad,,,,,,,
848,NO,NOR,Hardanger,village,,,,,,,,,,,,,,,,,,Oslo,Frogner,,,,Europe,,Norway,no,Oslo,,,,,,,,,,,,,,,,,,,,,,,,,,59.9053968,10.6792306,,Hardanger,,,,,,,,,,,0287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,NO,NOR,Hardanger,information,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Hordaland,,,,,,,,,,,,,,,,,,,,,,,Hardanger,,,60.3704517,6.104862,,,,,,,,,,,,,5600,,,,,,,,,,Rosselandsvegen,,,,,,,,,,,,,,,,,,,Norheimsund,
850,NO,NOR,Hardanger,state,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,60.16667,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Hordaland,,,,,,,,,,,,,,,,
851,NO,NOR,Stokmarknes,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Nordland,,,,,,,,,,,,,,,,,,,,,,,,,,68.5619325,14.9077614,,,,,,,,,,,,,8455,,,,,,,,,,,,,,,,,,,,,,,Stokmarknes,,,,,,,
852,NO,NOR,Levanger,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,63.6964518,11.2238804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,NO,NOR,Levanger,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,63.7462033,11.2998629,,,,,,,,,,,,,7600,,,,,,,,,,,,,,,,,,,,,,,Levanger,,,,,,,
854,NO,NOR,Levanger,railway,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Trøndelag,,,,,,,,,,,,,,,,,,,,,,,,,,63.7447218,11.3006857,,,,,,,,,,,,,7600,,,Levanger,,,,,,,Sverres gate,,,,,,,,,Momarka,,,,Levanger,,,,,,,
855,NL,NLD,Levanger,road,,,,,,,,,,,,,,,,,,Vijfheerenlanden,,,,,Europe,,Netherlands,nl,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8890013,5.099548,,,,,,Leerdam-Oost,,,,,,European Union,4141MV,,,,,,,,,,Levanger,,,,Utrecht,UT,,,,Leerdam,,,,,,,,,,,
856,ME,MNE,Levanger,restaurant,,,,,,,,,,,,,,,,,,,,,,,Europe,,Montenegro,me,Herceg Novi Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,42.4588391,18.5154893,,,,,,Gomila,,,Nikole Kovačevića,,,,85347,,,,,,,Levanger,,,,,,,,,,,,,,,,,,,,,,Igalo,
857,NO,NOR,Vadsø,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Finnmark,,,,,,,,,,,,,,,,,,,,,,,,,,70.2267198,29.7827793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,NO,NOR,Vadsø,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Finnmark,,,,,,,,,,,,,,,,,,,,,,,,,,70.0745265,29.7525051,,,,,,,,,,,,,9800,,,,,,,,,,,,,,,,,,,,,,,Vesisaari,,,,,,,
859,DK,DNK,Vadsø,water,,,,,,,,,,,,,,,,,,,,,,,Europe,,Denmark,dk,Holstebro Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,56.4867999,8.8732175,,,,,,,,,,,,European Union,,,,,,,,,,,Hjerl Hedevej,,,,Central Denmark Region,,,,,,,,,,,,,,,,Vadsø
860,NO,NOR,Vadsø,ferry_terminal,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Finnmark,,,,,,,,,Vadsø,,,,,,,,,,,,,,,,,70.0709104,29.7360595,,,,,,,,,,,,,9800,,,,,,,,,,E 75,,,,,,,,,,,,,Vesisaari,,,,,,,
861,NO,NOR,Florø,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Sogn og Fjordane,,,,,,,,,,,,,,,,,,,,,,,,,,61.5998581,5.0320356,,,,,,,,,,,,,6906,,,,,,,,,,,,,,,,,,,,,,,Florø,,,,,,,
862,BR,BRA,Florø,stadium,,,,,,,,,,,,,,,,,,,Itacoatiara,,,,South America,,Brazil,br,Microrregião de Itacoatiara,,,,,,,,,,,,,,,,,,,,,,,,,,-3.1358008,-58.4436897,,,,,,,,,,,,,69100-000,,,,,,,,,,Avenida Manaus,,,Estádio Floro de Mendonça,Amazonas,AM,Mesorregião Centro Amazonense,,,,,,,Itacoatiara,,,,,,,
863,ES,ESP,Florø,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Spain,es,Jaén,J,,,,,,,,,,,,,,,,,,,,,,,,,37.7018842,-3.9950661,,Floro,,,,,,,,,,European Union,23600,,,,,,,,,,,,,,Andalusia,,,,,,,,,Martos,,,,,,,
864,NO,NOR,Florø,ferry_terminal,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Sogn og Fjordane,,,,,,,,,Florø,,,,,,,,,,,,,,,,,61.6015692,5.0274684,,,,,,,,,,,,,6906,,,,,,,,,,Fugleskjærgata,,,,,,,,,,,,,Florø,,,,,,,
865,JP,JPN,Florø,florist,,,,,,,,,,,,,,,,,,Taito,,,,,Asia,,Japan,jp,,,,,,,,,,,Floro,,,,,,,,,,,,,,,,35.7132139,139.7937915,,,,,,,,,,,,,〒111-0032,,,,,,,,,,Rokku-dori,,,,Tokyo,,,,,Asakusa,,,,,,,,,,,
866,NO,NOR,Haugesund,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Rogaland,,,,,,,,,,,,,,,,,,,,,,,,,,59.4154805,5.2636464,,,,,,,,,,,,,5525,,,,,,,,,,,,,,,,,,,,,,,Haugesund,,,,,,,
867,NO,NOR,Haugesund,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Rogaland,,,,,,,,,,,,,,,,,,,,,,,,,,59.4682478,5.0827612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,NO,NOR,Haugesund,ferry_terminal,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Rogaland,,,,,,,,,Haugesund,,,,,,,,,,,,,,,,,59.4118116,5.2681184,,,,,,,,,,,,,5527,,,,,,,,,,Smedasundet,,,,,,,,,Bleikemyr,,,,Haugesund,,,,,,,
869,NO,NOR,Haugesund,information,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Rogaland,,,,,,,,,,,,,,,,Mortavika,,,,,,,HAUGESUND,,,59.1372668,5.5907325,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,
870,NO,NOR,Holmestrand,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.5556434,10.0731089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,NO,NOR,Holmestrand,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.4899583,10.3150445,,,,,,,,,,,,,3080,,,,,,,,,,,,,,,,,,,,,,,Holmestrand,,,,,,,
872,NO,NOR,Holmestrand,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.5837488,10.234392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,NO,NOR,Holmestrand,station,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.4901464,10.3107247,,,,,,,,,,,,,3084,,,,,,,,,,Roveveien,,,,,,,Holmestrand,,Rove,,,,Holmestrand,,,,,,,
874,NO,NOR,Holmestrand,bus_stop,,,,,,,,,,,,,Holmestrand,,,,,,,,,,Europe,,Norway,no,Sogn og Fjordane,,,,,,,,,,,,,,,,,,,,,,,,,,61.744816,5.933103,,,,,,,,,,,,,6829,,,,,,,,,,Hyevegen,bus_stop,,,,,,,,,,,,,,,,,,Hyen,
875,NO,NOR,Hammerfest,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Finnmark,,,,,,,,,,,,,,,,,,,,,,,,,,70.8029435,23.3018328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,NO,NOR,Hammerfest,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Finnmark,,,,,,,,,,,,,,,,,,,,,,,,,,70.6636329,23.6791211,,,,,,,,,,,,,9600,,,,,,,,,,,,,,,,,,,,,,,Hammerfest,,,,,,,
877,NO,NOR,Hammerfest,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Finnmark,,,,,,,,,,,,,,,,,,,,,,,,,,70.4079728,24.0261531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,IT,ITA,Hammerfest,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Italy,it,Comunità Valsugana e Tesino,,,,,,,,,,,,,,,,,,,,,,,,,,46.0417061,11.4167502,,,,,,Maso Vazzena,,,,,,European Union,38050,,,,,,,,,,Strada Statale 47 della Valsugana,,,,Trentino-Alto Adige/Südtirol,,,,,Larganza,,,,,,,,Hammerfest,,Roncegno Terme,
879,NO,NOR,Elverum,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Hedmark,,,,,,,,,,,,,,,,,,,,,,,,,,60.9728025,11.7344421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,NO,NOR,Elverum,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Hedmark,,,,,,,,,,,,,,,,,,,,,,,,,,60.8829633,11.5602384,,,,,,,,,,,,,2408,,,,,,,,,,,,,,,,,,,,,,,Elverum,,,,,,,
881,NO,NOR,Elverum,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Troms,,,,,,,,,,,,,,,,Elverum,,,,,,,,,,69.059986,19.5109355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,NO,NOR,Elverum,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Hordaland,,,,,,Elverum,,,,,,,,,,,,,,,,,,,,59.9128389,5.7933889,,,,,,,,,,,,,5462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herøysundet,
883,NO,NOR,Elverum,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Østfold,,,,,,Elverum,,,,,,,,,,Foss,,,,,,,,,,59.4932694,11.6951694,,,,,,,,,,,,,1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,NO,NOR,Elverum,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,Hillestad,,,,,,,,,,59.5134028,10.2110722,,,,,,,,,,,,,3089,,,,,,,,,,,,,,,,,,,Elverum,,,,,,,,,,,
885,NO,NOR,Elverum,farmyard,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Akershus,,,,,,,Elverum,,,,,,,,,,,,,,,,,,,59.7665707,11.1239793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirkebygda,
886,NO,NOR,Elverum,railway,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Hedmark,,,,,,,,,,,,,,,,,,,,,,,,,,60.8829542,11.5460413,,,,,,,,,,,,,2406,,,Elverum,,,Vestad,,,,Grundsetvegen,,,,,,,,,,,,,Elverum,,,,,,,
887,NO,NOR,Elverum,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Troms,,,,,,,,,,,,,,,,,,,,,,,,,,69.2347697,18.0169551,,,,,,,,,,,,,9300,,,,,,,,,,Elverum,residential,,,,,,,,,,,,Finnsnes,,,,,,,
888,NO,NOR,Elverum,road,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Troms,,,,,,,,,,,,,,,,,,,,,,,,,,69.0212399,18.8037749,,,,,,,,,,,,,,,,,,,,,,,Elverum,,,,,,,,,,,,,,,,,,,,
889,NO,NOR,Bryne,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Rogaland,,,,,,,,,,,,,,,,,,,,,,,,,,58.7333088,5.6503503,,,,,,,,,,,,,4344,,,,,,,,,,,,,,,,,,,,,,,Bryne,,,,,,,
890,NO,NOR,Bryne,farm,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,West Agder,,,,,,Bryne,,,,,,,,,,,,,,,,,,,,58.0971055,6.6956217,,,,,,,,,,,,,4560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanse,
891,NO,NOR,Bryne,railway,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Rogaland,,,,,,,,,,,,,,,,,,,,,,,,,,58.7347251,5.649678,,,,,,Vardheia,,,,,,,4340,,,Bryne,,,,,,,Hulda Garborgs veg,,,,,,,,,Auglend,,,,Bryne,,,,,,,
892,NO,NOR,Bryne,neighbourhood,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,West Agder,,,,,,,,,,,,,,,,,,,,,,,,,,58.0950763,6.6931046,,,,,,,,,,,,,4560,,,,,,Bryne,,,,,,,,,,,,,Gaupeland,,,,,,,,,,Vanse,
893,NO,NOR,Bryne,neighbourhood,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,West Agder,,,,,,,,,,,,,,,,Knivsland,,,,,,,,,,58.0975892,6.7026459,,,,,,,,,,,,,,,,,,,Bryne,,,,,,,,,,,,,Gaupeland,,,,,,,,,,,
894,NO,NOR,Horten,county,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.4104486,10.4434914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,NO,NOR,Horten,city,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Vestfold,,,,,,,,,,,,,,,,,,,,,,,,,,59.4166459,10.4838599,,,,,,,,,,,,,3181,,,,,,,,,,,,,,,,,,,,,,,Horten,,,,,,,
896,NO,NOR,Horten,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Telemark,,,,,,,,,,,,,,,,,,,,,,,,,,59.370075,9.4870222,,Horten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,NO,NOR,Horten,village,,,,,,,,,,,,,,,,,,,,,,,Europe,,Norway,no,Sogn og Fjordane,,,,,,,,,,,,,,,,Undredal,,,,,,,,,,60.98969,7.0825708,,Horten,,,,,,,,,,,5746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
